id,predicted_price
2591820310,364436.84
7974200820,828813.75
7701450110,1120944.1
9522300010,1821338.8
9510861140,694565.44
1761300310,232706.67
7732410120,790803.1
7010701383,630144.8
291310170,398001.62
4232901990,566538.56
6840701125,720537.5
3971700580,399096.6
4202400078,226841.97
6064800090,345493.3
2626119028,211680.88
3303980660,1031158.0
862000020,754762.1
2386000070,872881.0
1138000450,362898.84
1775800420,455559.4
2291401425,424743.06
2025770560,930388.1
3525069037,658409.25
9324800450,569279.94
8080400136,528378.75
8651540040,498011.3
9407001790,250269.47
1773101530,181318.12
9432900250,319673.84
1794500695,619600.5
2220069003,342495.97
923000120,470851.16
5728000060,508979.9
16000200,262958.62
1926059094,408127.9
6672900220,1127186.6
3629860060,863348.2
1822069109,390047.5
6675500105,380309.34
249000180,1893902.5
226059065,479700.62
396100110,240697.14
9264450460,327352.72
7853361210,393040.0
9474700020,278569.78
421000455,267595.53
3755200220,412536.0
7960100075,469706.25
9477100490,438211.0
9138100350,807704.2
1624049275,472406.38
2770606890,505313.16
1157200189,397415.38
2770601800,489271.84
9301300805,547745.9
2325069032,1161443.6
1021079099,343176.06
7215730040,755765.3
1853200080,441355.1
3224600340,679036.0
3222049120,373261.0
2113700025,290318.25
7893207925,184017.72
3586501085,526197.25
8024200010,355051.53
7116500705,199204.17
1598600209,337937.06
7204200025,1033067.8
4206901505,622717.4
2937300440,911391.25
7205000180,333685.22
8718500665,341229.3
5318101765,878278.9
4122700020,862877.1
8078700020,527441.8
3303980680,862546.4
8924100372,1211251.6
2781270210,206783.47
519000043,502256.25
3225069301,1336585.9
151000075,707924.8
2297400020,415331.66
6617500085,656168.06
104510180,240589.89
3528900060,1040678.2
3345100286,522317.84
1226039130,417605.56
8712100720,768148.44
3037200010,413335.66
3626039268,393514.44
104510230,250582.81
5112800060,395558.8
6072400280,620045.56
5317100570,1191120.9
9528102993,547940.56
2919201095,542169.5
6181400920,272489.62
185000161,231448.27
8691400010,780026.06
3345700165,581604.2
6151800486,208890.92
4340000080,1267899.9
4136960010,580720.4
3634100030,299057.0
1624059224,1043935.94
2788400090,244982.45
9828200762,510661.4
7524400250,581856.2
3528000290,690743.1
5700003630,1990176.1
2720069019,327388.3
7227501170,206334.88
2397101270,578943.56
6792100090,714890.44
2770602265,562750.75
3971700937,274121.47
422049203,194557.0
3076500830,302215.97
1423400260,321241.75
9161100795,496610.3
3126049052,534506.75
5100401468,421957.28
514500235,421294.94
1423200170,190243.69
1402100070,408573.06
624110020,688963.7
2407000145,211467.72
1890000225,789893.8
1320069271,342485.2
5490700085,337937.2
263000155,444497.56
3726800201,411213.4
5153200358,278949.97
2725079018,747651.5
7165700200,252084.39
9429000170,585983.6
8718500075,368411.75
1760650950,314865.56
1068000559,1229114.9
4113800500,637375.25
4077800507,535510.94
2725069150,697014.0
4008400035,604257.7
7016310270,414996.53
1432701230,213855.62
3278606050,364863.84
2473350710,382887.28
2185000685,170959.02
7792000025,306910.53
6868200029,459244.9
624069003,735258.5
7431500280,828537.2
3296000040,549558.1
1118001215,1645306.4
6453900040,699963.06
333100209,778494.4
34001765,638007.7
8946700100,370841.9
5561401210,530790.1
6671900095,373008.53
3275850020,730208.3
3876300600,391075.84
1450900020,249965.4
8562780280,329411.47
7663700973,327612.88
2126049032,315830.25
1823059159,192480.53
3438503426,287151.47
9297301495,544869.25
7140700850,378191.0
7942601805,647364.0
2555900030,329621.62
2887970040,278491.72
7419700010,649983.7
2239000011,370697.1
9283800050,335282.66
9407001340,289532.3
217500140,534003.25
7212660520,259084.3
3298201170,371035.34
3057000400,285651.34
6865200444,469861.53
6071600340,501291.28
6821600005,742089.0
1235100371,683863.3
7796450340,333228.25
3603000410,176160.77
9297300255,550279.8
9126100850,540945.3
2770601462,532137.4
2599001500,204302.7
1102000095,691717.7
1853080640,915054.44
9551201585,959320.75
3438500796,396885.84
7518504291,505127.47
9269200340,433185.4
715010130,1498722.9
1982201485,605153.1
9526500080,390539.56
9277200180,505473.5
6669150280,302401.38
8917100153,581028.9
3760500516,976764.56
2725069050,872606.25
3332000091,322549.84
8562770080,571793.4
8151601190,235128.28
8563040160,585323.5
240000269,842649.5
4307350200,364292.0
1311910300,268026.75
3574900030,524986.8
7853230570,401463.3
320069049,370854.72
9839301060,763157.5
7011201333,598076.56
2781320100,267150.8
3421069120,435218.03
7852030320,455442.5
5316101075,2142673.0
5309100750,557636.25
629000730,780943.25
511700170,302529.25
1562100030,545512.8
2489200230,638755.5
524069116,484915.72
5315100737,1080581.4
1868900675,778852.8
1608000120,356827.25
705700240,353298.8
7575600610,264442.5
1778500015,695962.1
5423500240,186029.86
6713700025,323132.12
2734100734,305366.38
301402280,230955.7
2113700205,260941.67
4114601570,3313437.8
3332000615,295144.5
3630050180,338224.8
6852700520,540708.0
6870310010,639924.0
6163900981,299143.3
393000142,405560.22
1771100130,382871.7
1442860160,368170.03
9191200435,561913.25
6788200800,1037908.5
1115300070,680068.1
3176600105,667845.3
2770604665,599204.0
5469500580,406329.06
5680000545,481768.2
3424089119,557634.8
1328300180,308024.6
1773100922,337552.75
4123830480,312993.1
9808610190,887528.0
4250200140,266742.94
4217402115,4113801.5
3831250350,392468.06
2397101055,835295.9
6817850110,814865.0
7526800200,610916.4
7853370100,655819.7
2523089025,872289.56
9476200680,289667.03
5714200140,396980.88
3575304895,543587.8
263000018,397649.62
8080400177,554304.75
6450304130,335607.1
514500090,507369.16
9477000300,480761.03
853600310,1386583.2
1951600240,198634.08
1099900120,295941.2
5323100120,563959.6
1223089016,445727.75
522059172,236586.83
1930300190,715557.44
9542840410,300872.12
8665050530,504463.12
5592900205,358517.28
5450300010,660686.9
2459960030,347184.6
3331500455,491227.97
3432500705,397365.03
3702900165,308846.3
5249803550,616478.8
626049058,441500.97
1788900380,167331.67
8075400360,193242.38
9113200250,810016.75
2738640040,703146.94
7821200307,496551.25
3530440140,248679.16
3582700130,471635.6
9276200569,707413.44
7197800020,617114.2
686200490,519482.34
3501600100,438263.2
6383000690,622071.6
7604400150,395537.0
5249801411,655572.7
2607720420,467176.06
9561100010,381517.16
1796370590,315598.06
4077800593,340861.2
854000165,259696.62
5536100010,756641.5
4188000670,797017.94
31000165,1283504.1
662350050,943085.06
4137000280,336877.47
6169901130,1126418.2
1953400510,246201.73
7518506716,1023197.0
1552520010,358601.3
7955080270,326936.1
9212900100,561305.7
3438500798,368037.44
7899800890,242846.48
4319200605,501291.78
1329300480,351526.25
8935100100,847859.25
5016001260,442002.9
4337600280,273352.16
1446401220,194092.64
7135521530,637936.4
6888900115,284036.2
2413301070,272497.94
345700040,309990.5
5566100145,480568.12
7634800070,364020.5
9346910500,679983.8
3529300060,325425.66
8128600060,1087542.5
8572900275,242959.31
4139420590,1593094.0
9274200322,607382.75
1472700200,542325.1
8820903380,522235.12
8563010130,923190.4
8965450110,836593.56
9274204230,454470.34
8165501700,376673.75
2193340260,534106.7
1860600290,895118.3
1222000055,194226.56
2492200280,452525.1
2488200455,370913.38
809001520,1088649.9
1796361140,236693.28
6398000011,749959.3
6813600365,543035.06
7504100920,779318.1
8835770330,638056.25
524059322,824039.4
4307330280,382092.62
1245002952,1008201.8
2021069059,230762.12
5700000595,617498.44
3629970930,768619.0
3336002215,234499.23
5100401060,632322.2
3278600750,308879.62
1126069045,1030423.56
7568700175,300055.56
452001475,470281.88
9283800230,529907.3
1737300130,588133.2
6189600040,489010.88
3679400025,468800.28
1096100010,289340.53
9513900050,229067.48
5452800645,686691.44
273800100,232313.7
7228500037,494593.66
808300090,456535.2
2493200215,476312.1
5035300255,740603.2
3380900160,418078.06
3630000130,407016.25
7300400670,277387.6
6798100070,378959.6
8078400010,557640.3
5566100060,551955.94
2768200212,506889.1
4035900060,559171.94
9460000110,320488.84
7199320190,562192.7
2225039081,477997.1
9512200050,587265.4
2634500085,301356.53
3654800200,278199.88
2724079090,1024121.44
2597520720,769276.7
3034200426,400845.28
984000130,297578.47
7852020670,442248.97
7923500060,711590.94
2310030510,324689.78
2205500540,507105.28
2493200015,391408.34
7853361420,538882.0
5652600605,483401.8
5285200020,278846.2
9406530150,369325.78
5706300020,458664.97
3278602490,453262.56
7197000100,543254.9
4447300008,503643.22
7899800045,218550.83
9250900095,335855.97
9268851740,582116.44
8682261440,507774.25
7284900385,805777.44
8079040300,447532.28
2225300585,386077.9
3223039013,443975.1
2013801350,349025.3
4055701110,764715.2
3578401770,432918.75
4046500720,565018.2
6145601745,383840.06
5207200195,717675.6
1972201856,559186.94
7212680080,230709.75
7277100510,603104.25
522079022,624086.44
5605000440,872249.25
6632300230,340734.22
8815400165,657864.3
